0.0	1.785
1.0	1.909
2.0	2.036
3.0	2.160
4.0	2.278
5.0	2.391
6.0	2.497
7.0	2.596
8.0	2.567
9.0	2.379
10.0 2.427
11.0 2.469
12.0 2.504
13.0 2.532
14.0 2.551
15.0 2.562
16.0 2.566
