0.05298013245033051 1.632
1.0596026490066217 1.767328918322296
2.039735099337747 1.9053421633554084
3.0198675496688727 2.024688741721854
4.026490066225165 2.1626843267108167
5.033112582781456 2.2873465783664457
6.013245033112582 2.4066931567328917
7.09933774834437 2.5313024282560703
8.158940397350992 2.6452626931567327
9.112582781456952 2.7646269315673284
10.145695364238408 2.8732715231788077
11.125827814569536 2.965951434878587
12.132450331125824 3.058613686534216
13.139072847682119 3.135275938189845
14.172185430463575 3.1812538631346574
15.099337748344368 2.0113024282560703
16.079470198675494 1.9386490066225162







