0.0	0.211
1.0	0.330
2.0	0.448
3.0	0.565
4.0	0.682
5.0	0.797
6.0	0.910
7.0	1.022
8.0	1.131
9.0	1.215
10.0 1.308
11.0 1.397
12.0 1.474
13.0 1.543
14.0 1.603
15.0 1.652
16.0 1.686
