0.0	1.785
1.0	1.909
2.0	2.036
3.0	2.160
4.0	2.278
5.0	2.391
6.0	2.497
7.0	2.596
8.0	2.687
9.0	2.770
10.0 2.844
11.0 2.910
12.0 2.965
13.0 2.970
14.0 2.908
15.0 2.562
16.0 2.566

